lat,lon
7.580200000000000671e+01,4.323400000000000176e+01
7.580299999999999727e+01,4.324000000000000199e+01
7.580400000000000205e+01,4.324499999999999744e+01
7.580500000000000682e+01,4.325099999999999767e+01
7.580700000000000216e+01,4.326100000000000279e+01
7.580800000000000693e+01,4.326700000000000301e+01
7.580899999999999750e+01,4.327199999999999847e+01
7.581000000000000227e+01,4.327799999999999869e+01
7.581100000000000705e+01,4.328300000000000125e+01
7.581199999999999761e+01,4.328900000000000148e+01
7.581300000000000239e+01,4.329399999999999693e+01
7.581600000000000250e+01,4.331000000000000227e+01
7.581699999999999307e+01,4.331600000000000250e+01
7.581799999999999784e+01,4.332099999999999795e+01
7.581900000000000261e+01,4.332699999999999818e+01
7.581999999999999318e+01,4.333200000000000074e+01
7.582099999999999795e+01,4.333800000000000097e+01
7.582200000000000273e+01,4.334300000000000352e+01
7.582699999999999818e+01,4.336999999999999744e+01
7.582800000000000296e+01,4.337500000000000000e+01
7.582899999999999352e+01,4.338100000000000023e+01
7.582999999999999829e+01,4.338600000000000279e+01
7.583100000000000307e+01,4.339200000000000301e+01
7.583199999999999363e+01,4.339699999999999847e+01
7.583299999999999841e+01,4.340299999999999869e+01
7.583400000000000318e+01,4.340800000000000125e+01
7.583499999999999375e+01,4.341400000000000148e+01
7.583599999999999852e+01,4.342000000000000171e+01
7.583700000000000330e+01,4.342499999999999716e+01
7.583899999999999864e+01,4.343599999999999994e+01
7.584199999999999875e+01,4.345199999999999818e+01
7.584300000000000352e+01,4.345700000000000074e+01
7.584399999999999409e+01,4.346300000000000097e+01
7.584499999999999886e+01,4.346800000000000352e+01
7.584600000000000364e+01,4.347399999999999665e+01
7.584699999999999420e+01,4.347899999999999920e+01
7.584799999999999898e+01,4.348400000000000176e+01
7.584900000000000375e+01,4.349000000000000199e+01
7.584999999999999432e+01,4.349600000000000222e+01
7.585099999999999909e+01,4.350099999999999767e+01
7.585200000000000387e+01,4.350699999999999790e+01
7.585299999999999443e+01,4.351200000000000045e+01
7.585500000000000398e+01,4.352300000000000324e+01
7.585599999999999454e+01,4.352799999999999869e+01
7.585699999999999932e+01,4.353300000000000125e+01
7.585800000000000409e+01,4.353900000000000148e+01
7.585899999999999466e+01,4.354399999999999693e+01
7.585999999999999943e+01,4.354999999999999716e+01
7.586100000000000421e+01,4.355499999999999972e+01
7.586199999999999477e+01,4.356099999999999994e+01
7.586299999999999955e+01,4.356600000000000250e+01
7.586400000000000432e+01,4.357200000000000273e+01
7.586499999999999488e+01,4.357699999999999818e+01
7.586700000000000443e+01,4.358800000000000097e+01
7.586799999999999500e+01,4.359300000000000352e+01
7.586899999999999977e+01,4.359899999999999665e+01
7.587000000000000455e+01,4.360399999999999920e+01
7.587099999999999511e+01,4.360999999999999943e+01
7.587199999999999989e+01,4.361500000000000199e+01
7.587300000000000466e+01,4.362100000000000222e+01
7.587399999999999523e+01,4.362599999999999767e+01
7.587500000000000000e+01,4.363199999999999790e+01
7.587600000000000477e+01,4.363700000000000045e+01
7.587699999999999534e+01,4.364300000000000068e+01
7.587800000000000011e+01,4.364800000000000324e+01
7.587999999999999545e+01,4.365899999999999892e+01
7.588299999999999557e+01,4.367600000000000193e+01
7.588400000000000034e+01,4.368200000000000216e+01
7.588599999999999568e+01,4.369299999999999784e+01
7.588700000000000045e+01,4.369899999999999807e+01
7.588800000000000523e+01,4.370499999999999829e+01
7.588899999999999579e+01,4.371099999999999852e+01
7.589000000000000057e+01,4.371600000000000108e+01
7.589100000000000534e+01,4.372200000000000131e+01
7.589400000000000546e+01,4.373799999999999955e+01
7.589499999999999602e+01,4.374399999999999977e+01
7.589600000000000080e+01,4.374900000000000233e+01
7.589900000000000091e+01,4.376500000000000057e+01
7.590000000000000568e+01,4.377000000000000313e+01
7.590099999999999625e+01,4.377600000000000335e+01
7.590399999999999636e+01,4.379200000000000159e+01
7.590500000000000114e+01,4.379699999999999704e+01
7.590600000000000591e+01,4.380299999999999727e+01
7.590699999999999648e+01,4.380899999999999750e+01
7.590900000000000603e+01,4.381900000000000261e+01
7.590999999999999659e+01,4.382399999999999807e+01
7.591100000000000136e+01,4.382900000000000063e+01
7.591299999999999670e+01,4.383899999999999864e+01
7.591400000000000148e+01,4.384499999999999886e+01
7.591500000000000625e+01,4.385000000000000142e+01
7.591599999999999682e+01,4.385499999999999687e+01
7.591700000000000159e+01,4.385999999999999943e+01
7.591800000000000637e+01,4.386599999999999966e+01
7.591899999999999693e+01,4.387199999999999989e+01
7.592000000000000171e+01,4.387800000000000011e+01
7.592100000000000648e+01,4.388300000000000267e+01
7.592300000000000182e+01,4.389399999999999835e+01
7.592400000000000659e+01,4.389900000000000091e+01
7.592499999999999716e+01,4.390500000000000114e+01
7.592600000000000193e+01,4.391100000000000136e+01
7.592799999999999727e+01,4.392099999999999937e+01
7.592900000000000205e+01,4.392600000000000193e+01
7.593000000000000682e+01,4.393200000000000216e+01
7.593099999999999739e+01,4.393800000000000239e+01
7.593200000000000216e+01,4.394299999999999784e+01
7.593399999999999750e+01,4.395300000000000296e+01
7.593500000000000227e+01,4.395900000000000318e+01
7.593600000000000705e+01,4.396500000000000341e+01
7.593699999999999761e+01,4.397099999999999653e+01
7.593800000000000239e+01,4.397599999999999909e+01
7.593999999999999773e+01,4.398700000000000188e+01
7.594100000000000250e+01,4.399199999999999733e+01
7.594199999999999307e+01,4.399799999999999756e+01
7.594299999999999784e+01,4.400300000000000011e+01
7.594400000000000261e+01,4.400900000000000034e+01
7.594499999999999318e+01,4.401500000000000057e+01
7.594599999999999795e+01,4.402000000000000313e+01
7.594899999999999807e+01,4.403600000000000136e+01
7.595000000000000284e+01,4.404099999999999682e+01
7.595099999999999341e+01,4.404699999999999704e+01
7.595199999999999818e+01,4.405299999999999727e+01
7.595300000000000296e+01,4.405799999999999983e+01
7.595499999999999829e+01,4.406900000000000261e+01
7.595600000000000307e+01,4.407399999999999807e+01
7.595699999999999363e+01,4.407999999999999829e+01
7.595799999999999841e+01,4.408599999999999852e+01
7.595900000000000318e+01,4.409100000000000108e+01
7.595999999999999375e+01,4.409700000000000131e+01
7.596099999999999852e+01,4.410199999999999676e+01
7.596200000000000330e+01,4.410699999999999932e+01
7.596299999999999386e+01,4.411200000000000188e+01
7.596399999999999864e+01,4.411800000000000210e+01
7.596500000000000341e+01,4.412400000000000233e+01
7.596599999999999397e+01,4.412899999999999778e+01
7.596699999999999875e+01,4.413499999999999801e+01
7.596800000000000352e+01,4.414099999999999824e+01
7.597100000000000364e+01,4.415699999999999648e+01
7.597199999999999420e+01,4.416199999999999903e+01
7.597299999999999898e+01,4.416799999999999926e+01
7.597400000000000375e+01,4.417399999999999949e+01
7.597499999999999432e+01,4.417900000000000205e+01
7.597700000000000387e+01,4.418900000000000006e+01
7.597799999999999443e+01,4.419500000000000028e+01
7.597899999999999920e+01,4.420100000000000051e+01
7.598000000000000398e+01,4.420600000000000307e+01
7.598099999999999454e+01,4.421200000000000330e+01
7.598199999999999932e+01,4.421800000000000352e+01
7.598300000000000409e+01,4.422299999999999898e+01
7.598499999999999943e+01,4.423400000000000176e+01
7.598600000000000421e+01,4.423899999999999721e+01
7.598699999999999477e+01,4.424499999999999744e+01
7.598799999999999955e+01,4.425099999999999767e+01
7.598900000000000432e+01,4.425600000000000023e+01
7.598999999999999488e+01,4.426200000000000045e+01
7.599299999999999500e+01,4.427799999999999869e+01
7.599399999999999977e+01,4.428300000000000125e+01
7.599500000000000455e+01,4.428900000000000148e+01
7.599599999999999511e+01,4.429500000000000171e+01
7.599699999999999989e+01,4.429999999999999716e+01
7.599899999999999523e+01,4.431000000000000227e+01
7.600000000000000000e+01,4.431600000000000250e+01
7.600100000000000477e+01,4.432099999999999795e+01
7.600199999999999534e+01,4.432699999999999818e+01
7.600300000000000011e+01,4.433299999999999841e+01
7.600400000000000489e+01,4.433800000000000097e+01
7.600499999999999545e+01,4.434400000000000119e+01
7.600600000000000023e+01,4.435000000000000142e+01
7.600700000000000500e+01,4.435499999999999687e+01
7.600900000000000034e+01,4.436500000000000199e+01
7.601000000000000512e+01,4.437100000000000222e+01
7.601099999999999568e+01,4.437599999999999767e+01
7.601200000000000045e+01,4.438199999999999790e+01
7.601300000000000523e+01,4.438799999999999812e+01
7.601399999999999579e+01,4.439300000000000068e+01
7.601500000000000057e+01,4.439900000000000091e+01
7.601600000000000534e+01,4.440400000000000347e+01
7.601699999999999591e+01,4.440999999999999659e+01
7.601999999999999602e+01,4.442600000000000193e+01
7.602100000000000080e+01,4.443099999999999739e+01
7.602200000000000557e+01,4.443699999999999761e+01
7.602299999999999613e+01,4.444299999999999784e+01
7.602400000000000091e+01,4.444800000000000040e+01
7.602500000000000568e+01,4.445400000000000063e+01
7.602599999999999625e+01,4.445900000000000318e+01
7.602700000000000102e+01,4.446500000000000341e+01
7.602800000000000580e+01,4.446999999999999886e+01
7.602899999999999636e+01,4.447599999999999909e+01
7.603199999999999648e+01,4.449199999999999733e+01
7.603300000000000125e+01,4.449799999999999756e+01
7.603400000000000603e+01,4.450300000000000011e+01
7.603499999999999659e+01,4.450900000000000034e+01
7.603600000000000136e+01,4.451500000000000057e+01
7.603700000000000614e+01,4.452100000000000080e+01
7.603799999999999670e+01,4.452600000000000335e+01
7.603900000000000148e+01,4.453099999999999881e+01
7.604000000000000625e+01,4.453600000000000136e+01
7.604099999999999682e+01,4.454200000000000159e+01
7.604200000000000159e+01,4.454699999999999704e+01
7.604300000000000637e+01,4.455299999999999727e+01
7.604399999999999693e+01,4.455799999999999983e+01
7.604500000000000171e+01,4.456400000000000006e+01
7.604600000000000648e+01,4.457000000000000028e+01
7.604699999999999704e+01,4.457500000000000284e+01
7.604800000000000182e+01,4.458100000000000307e+01
7.604900000000000659e+01,4.458599999999999852e+01
7.604999999999999716e+01,4.459199999999999875e+01
7.605200000000000671e+01,4.460199999999999676e+01
7.605299999999999727e+01,4.460799999999999699e+01
7.605400000000000205e+01,4.461399999999999721e+01
7.605500000000000682e+01,4.461899999999999977e+01
7.605599999999999739e+01,4.462500000000000000e+01
7.605700000000000216e+01,4.463000000000000256e+01
7.605800000000000693e+01,4.463600000000000279e+01
7.606100000000000705e+01,4.465200000000000102e+01
7.606199999999999761e+01,4.465699999999999648e+01
7.606300000000000239e+01,4.466299999999999670e+01
7.606399999999999295e+01,4.466899999999999693e+01
7.606499999999999773e+01,4.467399999999999949e+01
7.606600000000000250e+01,4.467999999999999972e+01
7.606799999999999784e+01,4.469100000000000250e+01
7.606900000000000261e+01,4.469599999999999795e+01
7.606999999999999318e+01,4.470199999999999818e+01
7.607099999999999795e+01,4.470799999999999841e+01
7.607200000000000273e+01,4.471300000000000097e+01
7.607299999999999329e+01,4.471900000000000119e+01
7.607399999999999807e+01,4.472500000000000142e+01
7.607500000000000284e+01,4.472999999999999687e+01
7.607800000000000296e+01,4.474600000000000222e+01
7.607899999999999352e+01,4.475200000000000244e+01
7.607999999999999829e+01,4.475699999999999790e+01
7.608100000000000307e+01,4.476299999999999812e+01
7.608199999999999363e+01,4.476899999999999835e+01
7.608299999999999841e+01,4.477400000000000091e+01
7.608499999999999375e+01,4.478499999999999659e+01
7.608599999999999852e+01,4.478999999999999915e+01
7.608700000000000330e+01,4.479599999999999937e+01
7.608799999999999386e+01,4.480199999999999960e+01
7.608899999999999864e+01,4.480700000000000216e+01
7.609000000000000341e+01,4.481300000000000239e+01
7.609099999999999397e+01,4.481900000000000261e+01
7.609199999999999875e+01,4.482399999999999807e+01
7.609300000000000352e+01,4.482999999999999829e+01
7.609399999999999409e+01,4.483500000000000085e+01
7.609499999999999886e+01,4.484100000000000108e+01
7.609699999999999420e+01,4.485199999999999676e+01
7.609999999999999432e+01,4.486800000000000210e+01
7.610099999999999909e+01,4.487299999999999756e+01
7.610200000000000387e+01,4.487899999999999778e+01
7.610299999999999443e+01,4.488499999999999801e+01
7.610399999999999920e+01,4.489000000000000057e+01
7.610500000000000398e+01,4.489600000000000080e+01
7.610599999999999454e+01,4.490100000000000335e+01
7.610699999999999932e+01,4.490699999999999648e+01
7.610800000000000409e+01,4.491299999999999670e+01
7.610899999999999466e+01,4.491799999999999926e+01
7.610999999999999943e+01,4.492399999999999949e+01
7.611100000000000421e+01,4.492900000000000205e+01
7.611199999999999477e+01,4.493500000000000227e+01
7.611299999999999955e+01,4.494100000000000250e+01
7.611400000000000432e+01,4.494599999999999795e+01
7.611899999999999977e+01,4.497299999999999898e+01
7.612000000000000455e+01,4.497899999999999920e+01
7.612099999999999511e+01,4.498400000000000176e+01
7.612199999999999989e+01,4.499000000000000199e+01
7.612300000000000466e+01,4.499499999999999744e+01
7.612399999999999523e+01,4.500099999999999767e+01
7.612500000000000000e+01,4.500699999999999790e+01
7.612600000000000477e+01,4.501200000000000045e+01
7.612699999999999534e+01,4.501800000000000068e+01
7.612800000000000011e+01,4.502300000000000324e+01
7.612900000000000489e+01,4.502900000000000347e+01
7.612999999999999545e+01,4.503399999999999892e+01
7.613100000000000023e+01,4.503999999999999915e+01
7.613200000000000500e+01,4.504500000000000171e+01
7.613299999999999557e+01,4.505100000000000193e+01
7.613400000000000034e+01,4.505700000000000216e+01
7.613500000000000512e+01,4.506199999999999761e+01
7.613599999999999568e+01,4.506799999999999784e+01
7.613700000000000045e+01,4.507300000000000040e+01
7.613800000000000523e+01,4.507900000000000063e+01
7.613899999999999579e+01,4.508500000000000085e+01
7.614000000000000057e+01,4.509000000000000341e+01
7.614100000000000534e+01,4.509599999999999653e+01
7.614199999999999591e+01,4.510099999999999909e+01
7.614300000000000068e+01,4.510699999999999932e+01
7.614400000000000546e+01,4.511200000000000188e+01
7.614499999999999602e+01,4.511800000000000210e+01
7.614600000000000080e+01,4.512299999999999756e+01
7.614700000000000557e+01,4.512899999999999778e+01
7.614799999999999613e+01,4.513400000000000034e+01
7.614900000000000091e+01,4.514000000000000057e+01
7.615000000000000568e+01,4.514500000000000313e+01
7.615099999999999625e+01,4.515100000000000335e+01
7.615200000000000102e+01,4.515699999999999648e+01
7.615300000000000580e+01,4.516199999999999903e+01
7.615399999999999636e+01,4.516799999999999926e+01
7.615500000000000114e+01,4.517300000000000182e+01
7.616100000000000136e+01,4.520700000000000074e+01
7.616299999999999670e+01,4.521800000000000352e+01
7.616400000000000148e+01,4.522399999999999665e+01
7.616500000000000625e+01,4.522899999999999920e+01
7.616599999999999682e+01,4.523499999999999943e+01
7.616700000000000159e+01,4.524000000000000199e+01
7.616800000000000637e+01,4.524600000000000222e+01
7.616899999999999693e+01,4.525200000000000244e+01
7.617000000000000171e+01,4.525699999999999790e+01
7.617100000000000648e+01,4.526299999999999812e+01
7.617199999999999704e+01,4.526800000000000068e+01
7.617300000000000182e+01,4.527400000000000091e+01
7.617400000000000659e+01,4.527900000000000347e+01
7.617499999999999716e+01,4.528499999999999659e+01
7.617600000000000193e+01,4.528999999999999915e+01
7.617700000000000671e+01,4.529599999999999937e+01
7.617799999999999727e+01,4.530100000000000193e+01
7.617900000000000205e+01,4.530700000000000216e+01
7.618000000000000682e+01,4.531199999999999761e+01
7.618099999999999739e+01,4.531799999999999784e+01
7.618300000000000693e+01,4.532999999999999829e+01
7.618399999999999750e+01,4.533500000000000085e+01
7.618500000000000227e+01,4.534100000000000108e+01
7.618600000000000705e+01,4.534599999999999653e+01
7.618699999999999761e+01,4.535199999999999676e+01
7.618800000000000239e+01,4.535699999999999932e+01
7.618899999999999295e+01,4.536299999999999955e+01
7.619100000000000250e+01,4.537500000000000000e+01
7.619199999999999307e+01,4.538000000000000256e+01
7.619299999999999784e+01,4.538600000000000279e+01
7.619400000000000261e+01,4.539099999999999824e+01
7.619499999999999318e+01,4.539600000000000080e+01
7.619599999999999795e+01,4.540200000000000102e+01
7.619700000000000273e+01,4.540699999999999648e+01
7.620000000000000284e+01,4.542399999999999949e+01
7.620099999999999341e+01,4.542999999999999972e+01
7.620199999999999818e+01,4.543500000000000227e+01
7.620300000000000296e+01,4.544100000000000250e+01
7.620399999999999352e+01,4.544599999999999795e+01
7.620499999999999829e+01,4.545199999999999818e+01
7.620600000000000307e+01,4.545700000000000074e+01
7.620799999999999841e+01,4.546900000000000119e+01
7.620900000000000318e+01,4.547399999999999665e+01
7.620999999999999375e+01,4.547999999999999687e+01
7.621099999999999852e+01,4.548599999999999710e+01
7.621200000000000330e+01,4.549099999999999966e+01
7.621299999999999386e+01,4.549600000000000222e+01
7.621399999999999864e+01,4.550200000000000244e+01
7.621500000000000341e+01,4.550699999999999790e+01
7.621599999999999397e+01,4.551299999999999812e+01
7.621800000000000352e+01,4.552499999999999858e+01
7.621899999999999409e+01,4.553000000000000114e+01
7.621999999999999886e+01,4.553600000000000136e+01
7.622100000000000364e+01,4.554099999999999682e+01
7.622199999999999420e+01,4.554699999999999704e+01
7.622299999999999898e+01,4.555199999999999960e+01
7.622499999999999432e+01,4.556400000000000006e+01
7.622599999999999909e+01,4.556900000000000261e+01
7.622700000000000387e+01,4.557500000000000284e+01
7.622799999999999443e+01,4.557999999999999829e+01
7.622899999999999920e+01,4.558599999999999852e+01
7.623000000000000398e+01,4.559199999999999875e+01
7.623099999999999454e+01,4.559700000000000131e+01
7.623199999999999932e+01,4.560300000000000153e+01
7.623399999999999466e+01,4.561399999999999721e+01
7.623499999999999943e+01,4.561999999999999744e+01
7.623600000000000421e+01,4.562500000000000000e+01
7.623699999999999477e+01,4.563100000000000023e+01
7.623799999999999955e+01,4.563600000000000279e+01
7.623900000000000432e+01,4.564200000000000301e+01
7.624099999999999966e+01,4.565400000000000347e+01
7.624200000000000443e+01,4.565899999999999892e+01
7.624299999999999500e+01,4.566499999999999915e+01
7.624399999999999977e+01,4.567000000000000171e+01
7.624500000000000455e+01,4.567600000000000193e+01
7.624699999999999989e+01,4.568699999999999761e+01
7.624800000000000466e+01,4.569299999999999784e+01
7.624899999999999523e+01,4.569800000000000040e+01
7.625000000000000000e+01,4.570400000000000063e+01
7.625100000000000477e+01,4.570900000000000318e+01
7.625199999999999534e+01,4.571399999999999864e+01
7.625300000000000011e+01,4.571999999999999886e+01
7.625400000000000489e+01,4.572599999999999909e+01
7.625700000000000500e+01,4.574300000000000210e+01
7.625799999999999557e+01,4.574900000000000233e+01
7.625900000000000034e+01,4.575399999999999778e+01
7.626000000000000512e+01,4.575900000000000034e+01
7.626099999999999568e+01,4.576500000000000057e+01
7.626200000000000045e+01,4.577000000000000313e+01
7.626300000000000523e+01,4.577600000000000335e+01
7.626399999999999579e+01,4.578099999999999881e+01
7.626500000000000057e+01,4.578699999999999903e+01
7.626699999999999591e+01,4.579899999999999949e+01
7.626800000000000068e+01,4.580499999999999972e+01
7.626900000000000546e+01,4.581000000000000227e+01
7.626999999999999602e+01,4.581600000000000250e+01
7.627100000000000080e+01,4.582099999999999795e+01
7.627200000000000557e+01,4.582699999999999818e+01
7.627299999999999613e+01,4.583200000000000074e+01
7.627400000000000091e+01,4.583800000000000097e+01
7.627700000000000102e+01,4.585499999999999687e+01
7.627800000000000580e+01,4.586099999999999710e+01
7.627899999999999636e+01,4.586699999999999733e+01
7.628000000000000114e+01,4.587199999999999989e+01
7.628100000000000591e+01,4.587800000000000011e+01
7.628199999999999648e+01,4.588300000000000267e+01
7.628300000000000125e+01,4.588900000000000290e+01
7.628400000000000603e+01,4.589399999999999835e+01
7.628499999999999659e+01,4.589999999999999858e+01
7.628600000000000136e+01,4.590500000000000114e+01
7.628700000000000614e+01,4.591100000000000136e+01
7.629000000000000625e+01,4.592799999999999727e+01
7.629099999999999682e+01,4.593399999999999750e+01
7.629200000000000159e+01,4.593999999999999773e+01
7.629300000000000637e+01,4.594500000000000028e+01
7.629399999999999693e+01,4.595100000000000051e+01
7.629500000000000171e+01,4.595600000000000307e+01
7.629600000000000648e+01,4.596200000000000330e+01
7.629699999999999704e+01,4.596699999999999875e+01
7.629800000000000182e+01,4.597299999999999898e+01
7.629900000000000659e+01,4.597800000000000153e+01
7.629999999999999716e+01,4.598400000000000176e+01
7.630100000000000193e+01,4.598899999999999721e+01
7.630200000000000671e+01,4.599499999999999744e+01
7.630299999999999727e+01,4.600099999999999767e+01
7.630400000000000205e+01,4.600600000000000023e+01
7.630500000000000682e+01,4.601200000000000045e+01
7.631000000000000227e+01,4.603999999999999915e+01
7.631100000000000705e+01,4.604500000000000171e+01
7.631199999999999761e+01,4.605100000000000193e+01
7.631300000000000239e+01,4.605700000000000216e+01
7.631399999999999295e+01,4.606199999999999761e+01
7.631499999999999773e+01,4.606799999999999784e+01
7.631600000000000250e+01,4.607399999999999807e+01
7.631699999999999307e+01,4.607999999999999829e+01
7.631799999999999784e+01,4.608500000000000085e+01
7.631900000000000261e+01,4.609100000000000108e+01
7.631999999999999318e+01,4.609700000000000131e+01
7.632099999999999795e+01,4.610199999999999676e+01
7.632200000000000273e+01,4.610799999999999699e+01
7.632299999999999329e+01,4.611299999999999955e+01
7.632399999999999807e+01,4.611899999999999977e+01
7.632500000000000284e+01,4.612500000000000000e+01
7.632599999999999341e+01,4.613000000000000256e+01
7.632699999999999818e+01,4.613600000000000279e+01
7.632800000000000296e+01,4.614200000000000301e+01
7.632899999999999352e+01,4.614600000000000080e+01
7.632999999999999829e+01,4.615299999999999869e+01
7.633100000000000307e+01,4.615800000000000125e+01
7.633199999999999363e+01,4.616400000000000148e+01
7.633299999999999841e+01,4.617000000000000171e+01
7.633400000000000318e+01,4.617600000000000193e+01
7.633499999999999375e+01,4.618099999999999739e+01
7.634099999999999397e+01,4.621500000000000341e+01
7.634199999999999875e+01,4.622099999999999653e+01
7.634300000000000352e+01,4.622599999999999909e+01
7.634399999999999409e+01,4.623199999999999932e+01
7.634499999999999886e+01,4.623799999999999955e+01
7.634600000000000364e+01,4.624300000000000210e+01
7.634699999999999420e+01,4.624900000000000233e+01
7.634799999999999898e+01,4.625399999999999778e+01
7.634900000000000375e+01,4.625999999999999801e+01
7.634999999999999432e+01,4.626599999999999824e+01
7.635099999999999909e+01,4.627100000000000080e+01
7.635200000000000387e+01,4.627700000000000102e+01
7.635299999999999443e+01,4.628199999999999648e+01
7.635399999999999920e+01,4.628799999999999670e+01
7.635500000000000398e+01,4.629399999999999693e+01
7.635599999999999454e+01,4.629899999999999949e+01
7.635699999999999932e+01,4.630499999999999972e+01
7.635800000000000409e+01,4.631000000000000227e+01
7.635899999999999466e+01,4.631600000000000250e+01
7.635999999999999943e+01,4.632200000000000273e+01
7.636100000000000421e+01,4.632699999999999818e+01
7.636199999999999477e+01,4.633299999999999841e+01
7.636299999999999955e+01,4.633800000000000097e+01
7.636400000000000432e+01,4.634400000000000119e+01
7.636499999999999488e+01,4.635000000000000142e+01
7.637300000000000466e+01,4.639500000000000313e+01
7.637500000000000000e+01,4.640599999999999881e+01
7.637600000000000477e+01,4.641199999999999903e+01
7.637900000000000489e+01,4.642900000000000205e+01
7.638100000000000023e+01,4.643999999999999773e+01
7.638200000000000500e+01,4.644599999999999795e+01
7.638400000000000034e+01,4.645700000000000074e+01
7.638500000000000512e+01,4.646300000000000097e+01
7.638599999999999568e+01,4.646800000000000352e+01
7.638700000000000045e+01,4.647399999999999665e+01
7.638800000000000523e+01,4.647999999999999687e+01
7.639100000000000534e+01,4.649699999999999989e+01
7.639199999999999591e+01,4.650300000000000011e+01
7.639400000000000546e+01,4.651400000000000290e+01
7.639700000000000557e+01,4.653099999999999881e+01
7.640000000000000568e+01,4.654800000000000182e+01
7.640200000000000102e+01,4.655899999999999750e+01
7.640399999999999636e+01,4.657000000000000028e+01
7.640500000000000114e+01,4.657600000000000051e+01
7.640699999999999648e+01,4.658700000000000330e+01
7.640800000000000125e+01,4.659300000000000352e+01
7.640999999999999659e+01,4.660399999999999920e+01
7.641100000000000136e+01,4.660999999999999943e+01
7.641200000000000614e+01,4.661500000000000199e+01
7.641299999999999670e+01,4.662100000000000222e+01
7.641400000000000148e+01,4.662700000000000244e+01
7.641500000000000625e+01,4.663199999999999790e+01
7.641599999999999682e+01,4.663799999999999812e+01
7.641700000000000159e+01,4.664399999999999835e+01
7.641800000000000637e+01,4.664900000000000091e+01
7.641899999999999693e+01,4.665500000000000114e+01
7.642000000000000171e+01,4.666100000000000136e+01
7.642100000000000648e+01,4.666700000000000159e+01
7.642199999999999704e+01,4.667199999999999704e+01
7.642300000000000182e+01,4.667799999999999727e+01
7.642400000000000659e+01,4.668399999999999750e+01
7.642499999999999716e+01,4.668900000000000006e+01
7.642600000000000193e+01,4.669500000000000028e+01
7.642700000000000671e+01,4.670100000000000051e+01
7.642799999999999727e+01,4.670600000000000307e+01
7.642900000000000205e+01,4.671200000000000330e+01
7.643000000000000682e+01,4.671800000000000352e+01
7.643099999999999739e+01,4.672299999999999898e+01
7.643200000000000216e+01,4.672899999999999920e+01
7.643300000000000693e+01,4.673499999999999943e+01
7.643399999999999750e+01,4.674000000000000199e+01
7.643500000000000227e+01,4.674600000000000222e+01
7.643600000000000705e+01,4.675200000000000244e+01
7.643699999999999761e+01,4.675800000000000267e+01
7.643800000000000239e+01,4.676299999999999812e+01
7.643899999999999295e+01,4.676899999999999835e+01
7.643999999999999773e+01,4.677499999999999858e+01
7.644100000000000250e+01,4.678000000000000114e+01
7.644199999999999307e+01,4.678600000000000136e+01
7.644299999999999784e+01,4.679200000000000159e+01
7.644400000000000261e+01,4.679699999999999704e+01
7.644499999999999318e+01,4.680299999999999727e+01
7.644599999999999795e+01,4.680899999999999750e+01
7.644700000000000273e+01,4.681400000000000006e+01
7.644799999999999329e+01,4.682000000000000028e+01
7.644899999999999807e+01,4.682500000000000284e+01
7.645000000000000284e+01,4.683100000000000307e+01
7.645099999999999341e+01,4.683700000000000330e+01
7.645199999999999818e+01,4.684199999999999875e+01
7.645300000000000296e+01,4.684799999999999898e+01
7.645399999999999352e+01,4.685399999999999920e+01
7.645499999999999829e+01,4.685900000000000176e+01
7.645600000000000307e+01,4.686500000000000199e+01
7.645699999999999363e+01,4.687100000000000222e+01
7.645900000000000318e+01,4.688300000000000267e+01
7.645999999999999375e+01,4.688900000000000290e+01
7.646099999999999852e+01,4.689399999999999835e+01
7.646200000000000330e+01,4.689999999999999858e+01
7.646299999999999386e+01,4.690500000000000114e+01
7.646399999999999864e+01,4.691100000000000136e+01
7.646500000000000341e+01,4.691599999999999682e+01
7.646599999999999397e+01,4.692199999999999704e+01
7.646699999999999875e+01,4.692799999999999727e+01
7.646999999999999886e+01,4.694500000000000028e+01
7.647100000000000364e+01,4.695100000000000051e+01
7.647199999999999420e+01,4.695700000000000074e+01
7.647299999999999898e+01,4.696200000000000330e+01
7.647400000000000375e+01,4.696800000000000352e+01
7.647499999999999432e+01,4.697399999999999665e+01
7.647599999999999909e+01,4.697899999999999920e+01
7.647700000000000387e+01,4.698499999999999943e+01
7.647799999999999443e+01,4.699000000000000199e+01
7.647899999999999920e+01,4.699600000000000222e+01
7.648000000000000398e+01,4.700200000000000244e+01
7.648099999999999454e+01,4.700699999999999790e+01
7.648199999999999932e+01,4.701299999999999812e+01
7.648300000000000409e+01,4.701899999999999835e+01
7.648399999999999466e+01,4.702400000000000091e+01
7.648499999999999943e+01,4.703000000000000114e+01
7.648600000000000421e+01,4.703600000000000136e+01
7.648699999999999477e+01,4.704200000000000159e+01
7.648799999999999955e+01,4.704800000000000182e+01
7.648900000000000432e+01,4.705299999999999727e+01
7.648999999999999488e+01,4.705899999999999750e+01
7.649099999999999966e+01,4.706499999999999773e+01
7.649200000000000443e+01,4.707099999999999795e+01
7.649299999999999500e+01,4.707600000000000051e+01
7.649399999999999977e+01,4.708200000000000074e+01
7.649500000000000455e+01,4.708800000000000097e+01
7.649599999999999511e+01,4.709300000000000352e+01
7.649699999999999989e+01,4.709899999999999665e+01
7.649800000000000466e+01,4.710399999999999920e+01
7.649899999999999523e+01,4.710999999999999943e+01
